group_id,group_title,subgroup_id,subgroup_name,transaction_id,transaction_date,description,amount,match_status
EXP-023,Motor Finance,e07aa8e1,TOYOTA FINANCE,bdc4f80b-43e7-471a-85c2-8a113e51b595,2024-12-16T22:44:15Z,PAYMENT BY AUTHORITY TO TOYOTA FINANCE 11111111,-1000.00,matched
EXP-031,Retail,a3147c50,IKEA RHODES RHOD,ff4c40da-54bf-4316-8388-5adef2f5e222,2024-12-18T13:18:13Z,IKEA RHODES RHODES AU Card xx2328,-899.89,matched
EXP-055,Clothing and Footwear,cb146917,YD 201 MANLY,ef8f2178-14c8-489c-85f9-60473d15792b,2024-12-14T13:34:11Z,YD PTY LTD 201 Manly Card xx2328,-59.22,matched
EXP-008,Dining Out,528a1ceb,MCDONALDS ROWVILLE ROWVILLE,83ec0294-f193-4002-9af4-14235d3561f9,2024-12-16T21:55:50Z,MCDONALDS ROWVILLE ROWVILLE Card xx3856,-8.85,matched
EXP-041,Vehicle and Transport,1ae8d78c,BP LANGWARRIN 3381 LANGWARRIN VIC,9ee6686c-bbfa-475c-a8d7-0a88af8d3c76,2024-12-13T10:09:01Z,BP LANGWARRIN 3381 LANGWARRIN VI AUS  Card xx2328,-48.41,matched
EXP-008,Dining Out,c1297e0f,THE LAST PIECE MULGRAVE VIC,f44cd662-9684-4640-ad7d-a5dc4224cd44,2024-12-15T07:03:52Z,The Last Piece Mulgrave VI AUS  Card xx3856,-23.78,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,acdc62c4-bb30-4d70-b56e-d88a1ded4ce3,2024-12-11T19:39:02Z,MCDONALDS AIRSIDE MASC Card xx3856,-12.82,matched
EXP-016,Groceries,2356b3d7,WOOLWORTHS 3251 CHATSWOOD,effbcd38-827d-4bd5-8748-2aacea34278e,2024-12-11T07:07:00Z,WOOLWORTHS 3298 Chatswood AU AUS  Card xx2328,-70.83,matched
EXP-007,Department Stores,c3cfc27b,KMART 1226 CLAYTON,996c8b00-4f27-4087-b98b-8e6e4d59a176,2024-12-13T04:23:17Z,KMART 1226 CLAYTON AU AUS  Card xx3856,-44.62,matched
EXP-007,Department Stores,c3cfc27b,KMART 1226 CLAYTON,93f0f87d-1068-431c-b3a1-0d599310ad5a,2024-12-13T02:05:43Z,KMART 1226 CLAYTON AU AUS  Card xx2328,-55.04,matched
INC-009,Salary,92010d4e,45678945678901 Transaction 14000 - PAY SALARY COLES SUPERMARKET,33ceedc3-5199-4657-80b6-3aaa6e3458eb,2024-12-12T21:55:20Z,PAY/SALARY FROM COLES SUPERMARKE COL 00753936,1900.00,matched
EXP-016,Groceries,fe412e8f,WOOLWORTHS 3146 WHEELERS HILL,c4b75053-db01-45ce-929b-271436de4cc9,2024-12-07T10:15:54Z,WOOLWORTHS/WHEELERS HILL WHEELERS HILL AU  Card xx3856,-202.38,matched
EXP-008,Dining Out,74082818,GREEN MANGO CAFE BROOME,e5cdec9e-dff1-42c0-b6a8-220d22dc0531,2024-12-08T22:18:20Z,GREEN MANGO CAFE BROOME Card xx3856,-13.66,matched
EXP-008,Dining Out,8d8c7078,CHAMMAN ICE CREAM CARLTON,1efd2aaa-ae33-44d3-8277-b1edfdb1dcde,2024-12-06T18:19:52Z,SQ *CHAMMAN ICE CREAM Carlton AU AUS  Card xx2328,-19.92,matched
EXP-008,Dining Out,fb014331,UBER EATS SYDNEY,bf78043d-46f5-4d80-bfec-7a1e495d45a2,2024-12-06T06:24:15Z,UBER *EATS Sydney AUS Card xx2328,-20.60,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,59d008e9-79cf-4f2e-b367-70786d542125,2024-12-06T04:23:43Z,MCDONALDS AIRSIDE MASC Card xx3856,-15.30,matched
EXP-016,Groceries,2356b3d7,WOOLWORTHS 3251 CHATSWOOD,deda3c73-adfc-4a99-b951-e492b92b3584,2024-12-05T03:39:59Z,WOOLWORTHS 3251 Chatswood AUS Card xx3856,-611.05,matched
EXP-052,Sports and Hobbies,732a6beb,PERTH BOAT SCHOOL COOGEE WA,958a1a74-a9ba-4cda-a59c-0c367130dda2,2024-12-05T21:10:51Z,PERTH BOAT SCHOOL COOGEE WA Card xx3856,-387.00,matched
EXP-027,Personal Care,26f8982d,CHEMIST WAREHOUSE FIRS ROWVILLE VIC,99fb1197-1c04-4b76-a3bf-52f3b5a6cdef,2024-12-02T10:12:19Z,CHEMIST WAREHOUSE FIRS ROWVILLE VIC Card xx2328,-15.69,matched
EXP-016,Groceries,4fe5a13f,WOOLWORTHS 3335 MANLY,27005915-59d0-4682-b330-73ba80f934f2,2024-12-03T01:31:48Z,WOOLWORTHS 3335 Manly AU AUS  Card xx2328,-566.64,matched
,,,,28aaffcb-0325-45e0-a49d-a7f736222211,2024-12-02T17:34:19Z,Transfer To Savings Acc HooliBank app,-4500.00,unmatched
EXP-031,Retail,3590d8f1,REBEL SOUTHLAND CHELTENHAM,77bf4e8e-5ead-4596-8bfa-cec50de2eeab,2024-12-04T07:40:37Z,REBEL SOUTHLAND CHELTENHAM AU  Card xx3856,-16.61,matched
EXP-041,Vehicle and Transport,df57ec20,AMPOL CHELSEA HEIGHTS CHELSEA HEIGH,7860721c-ccf0-4fdf-b8e6-38f7aa144b65,2024-12-01T16:02:27Z,AMPOL CHELSEA HEIGHTS CHELSEA HEIGHAU  Card xx2328,-46.57,matched
EXP-008,Dining Out,c7c5f4f2,KFC HURSTVILLE MALL HURSTVILLE,b3c0043e-69d7-428c-b96d-247a56d60d8d,2024-11-29T09:26:54Z,KFC HURSTVILLE MALL      HURSTVILLE   AU  Card xx3856,-6.05,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,bc203d2a-9cb3-4ce7-9c0f-14bfc6c9b088,2024-11-28T01:23:36Z,MCDONALDS AIRSIDE MASC Card xx2328,-25.73,matched
EXP-016,Groceries,2356b3d7,WOOLWORTHS 3251 CHATSWOOD,2c0b50a0-cd92-491b-b209-f4f6b145afdd,2024-11-27T23:57:13Z,WOOLWORTHS 3298 Chatswood AUS Card xx2328,-210.16,matched
EXP-041,Vehicle and Transport,ddb92ae7,BP EXP CLARENDON 3759 SOUTH MELBOUR VIC,53609d9a-4fdb-40cf-8dd9-620f67d8448a,2024-11-29T18:35:41Z,BP EXP CLARENDON 3759 SOUTH MELBOUR VI AUS  Card xx2328,-40.91,matched
,,,,b56a0828-3e2a-4db8-bd10-f20f9624b9f6,2024-11-28T04:19:16Z,Transfer To Credit Card Acc HooliBank App,-5.00,unmatched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,c5d3ff8f-5904-497b-abef-7111cad9c2a4,2024-11-27T16:58:43Z,MCDONALDS AIRSIDE MASC Card xx2328,-7.24,matched
INC-009,Salary,29fa6c9a,45678945678901 Transaction 14000 - DEPOSIT SALARY TRANSPORTSERVICE WAGE SAL,48a71512-2887-4d8a-b51c-00ef9e746f14,2024-11-28T16:57:11Z,DEPOSIT-SALARY TRANSPORTSERVICE Wage/sal 00964447,8000.00,matched
INC-009,Salary,92010d4e,45678945678901 Transaction 14000 - PAY SALARY COLES SUPERMARKET,c9194785-3d1c-4280-96ec-ea4aec244bd9,2024-11-28T01:47:17Z,PAY/SALARY FROM COLES SUPERMARKE COL 00753935,1900.00,matched
EXP-016,Groceries,ccaa96b3,ALDI STORES CHATSWOOD CHATSWOOD,357804a7-6c31-433f-ba51-cf99e3857f1e,2024-11-24T07:06:29Z,ALDI STORES - Chatswood Chatswood AU  Card xx3856,-90.75,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,d58dca43-a116-40c1-97b7-20658489ff3d,2024-11-23T16:26:13Z,MCDONALDS AIRSIDE MASC Card xx2328,-5.05,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,2ef1b6ed-22a6-422e-8e69-80746311837d,2024-11-22T15:25:09Z,MCDONALDS AIRSIDE MASC Card xx3856,-19.28,matched
EXP-027,Personal Care,8472c10b,GLEN IRIS PHARMACY GLEN IRIS VIC,56df7b0b-8dac-4721-b29a-651b40be227e,2024-11-23T17:57:36Z,GLEN IRIS PHARMACY GLEN IRIS VI AUS  Card xx3856,-24.96,matched
EXP-041,Vehicle and Transport,7677fa65,COLES EXPRESS 6942 TOM PRICE,9ee6eef9-cb3e-4083-8efe-f19a04acbb11,2024-11-24T07:45:21Z,COLES EXPRESS 6942 TOM PRICE AU Card xx3856,-179.34,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,cb16ab34-1ce4-4ef6-b762-68d00febbc52,2024-11-21T06:42:59Z,MCDONALDS AIRSIDE MASC Card xx2328,-65.25,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,5aba6d59-6df5-4664-97b4-46012ad7a60e,2024-11-21T02:45:32Z,MCDONALDS AIRSIDE MASC Card xx2328,-25.36,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,b19634e6-7921-43a7-91a2-9fb1a523702d,2024-11-19T23:30:54Z,MCDONALDS AIRSIDE MASC Card xx3856,-1.27,matched
EXP-008,Dining Out,fb014331,UBER EATS SYDNEY,4d68fadc-45aa-4572-9d71-7338ba70d0d2,2024-11-17T20:55:34Z,UBER *EATS Sydney AUS Card xx3856,-4.58,matched
EXP-016,Groceries,2356b3d7,WOOLWORTHS 3251 CHATSWOOD,81b50394-e14e-43b4-ace3-2812dd933c79,2024-11-16T07:26:07Z,WOOLWORTHS 3298 Chatswood AUS Card xx3856,-287.19,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,66b4cfaf-3bbd-4b21-a851-db6268c4437a,2024-11-19T02:51:57Z,MCDONALDS AIRSIDE MASC Card xx2328,-13.51,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,505c5133-9fff-4aab-b30c-01c1dabb1563,2024-11-15T19:46:31Z,MCDONALDS AIRSIDE MASC Card xx2328,-8.17,matched
EXP-008,Dining Out,82b650dc,DOMINOS PIZZA CHATSWOOD,f5e36ef3-a817-4791-88c7-be163c284435,2024-11-18T13:08:44Z,DOMINOS PIZZA Chatswood VI AUS  Card xx2328,-16.20,matched
EXP-023,Motor Finance,e07aa8e1,TOYOTA FINANCE,d972f19c-2303-4cba-a9bb-81ecb4d9e61c,2024-11-15T04:55:41Z,PAYMENT BY AUTHORITY TO TOYOTA FINANCE 11111111,-1000.00,matched
EXP-012,Entertainment,8fb3e265,PROJECT BREWING CO ROWVILLE,34e65bb5-e6fb-4e73-8dde-49864238f659,2024-11-16T15:20:07Z,SQ *PROJECT BREWING CO Rowville AU Card xx2328,-7.98,matched
EXP-016,Groceries,2356b3d7,WOOLWORTHS 3251 CHATSWOOD,d3f81a12-0838-43af-bdea-49bf2e4ae5b5,2024-11-14T01:29:35Z,WOOLWORTHS 3298 Chatswood AUS Card xx3856,-241.91,matched
INC-009,Salary,92010d4e,45678945678901 Transaction 14000 - PAY SALARY COLES SUPERMARKET,3d46f73a-7438-4ef1-9220-a6881e699615,2024-11-14T12:58:25Z,PAY/SALARY FROM COLES SUPERMARKE COL 00753934,1900.00,matched
EXP-016,Groceries,d7248288,CHATSWOOD IGA PLUS LIQU CHATSWOOD,870e4d2d-eedd-47e6-b58d-7fba31c59b34,2024-11-15T11:05:10Z,Chatswood IGA PLUS LIQU Chatswood Card xx2328,-16.58,matched
EXP-041,Vehicle and Transport,df57ec20,AMPOL CHELSEA HEIGHTS CHELSEA HEIGH,e2faf2c2-0f00-4507-8f93-505f76329b85,2024-11-14T09:00:41Z,AMPOL CHELSEA HEIGHTS CHELSEA HEIGHAU  Card xx2328,-49.56,matched
EXP-007,Department Stores,c3cfc27b,KMART 1226 CLAYTON,6f5f4765-e5ff-4e94-96c3-2fc9d97e8ed2,2024-11-11T07:08:34Z,KMART 1226 CLAYTON AU AUS  Card xx2328,-72.84,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,e4fd3cae-e02f-45e2-9029-85851fd8b58f,2024-11-10T16:33:17Z,MCDONALDS AIRSIDE MASC Card xx3856,-67.06,matched
EXP-041,Vehicle and Transport,df57ec20,AMPOL CHELSEA HEIGHTS CHELSEA HEIGH,2d6bd5a4-dab4-46e2-9d96-1c67cc4b915a,2024-11-08T02:07:21Z,AMPOL CHELSEA HEIGHTS CHELSEA HEIGHAU  Card xx2328,-40.13,matched
EXP-016,Groceries,ccaa96b3,ALDI STORES CHATSWOOD CHATSWOOD,91e441f3-944a-4c8f-989b-572b59693147,2024-11-07T04:12:45Z,ALDI STORES - Chatswood Chatswood AU  Card xx2328,-54.85,matched
EXP-016,Groceries,6e960bb6,WOOLWORTHS 11 29 KOKARIBB CHATSWOOD,41a34927-19eb-4461-891c-706d96f342f3,2024-11-06T19:32:52Z,WOOLWORTHS/11-29 KOKARIBB Chatswood AU  Card xx3856,-24.56,matched
EXP-016,Groceries,b5cdae99,PANDA ASIAN MARKET BUNDABERG CENTRAL QLD,9cb1e19b-db61-4246-885d-24621b6420a3,2024-11-06T11:09:28Z,Panda Asian Market Bundaberg Central QLD AU Card xx2328,-20.43,matched
EXP-041,Vehicle and Transport,df57ec20,AMPOL CHELSEA HEIGHTS CHELSEA HEIGH,38433702-893a-4144-bad8-f9fbe8d69a48,2024-11-03T09:40:32Z,AMPOL CHELSEA HEIGHTS CHELSEA HEIGHAU  Card xx2328,-65.10,matched
EXP-012,Entertainment,e62339e6,ALH VENUES 730 CENTER RD BENTLEIGH EST,1e1c31b5-9c0d-4308-b8b4-3bd7cdca1948,2024-11-02T07:54:10Z,ALH VENUES/730 CENTRE RD BENTLEIGH EST AU   Card xx3856,-23.65,matched
EXP-007,Department Stores,30652179,MYER WARRINGAH BROOKVALE,ccdd07fb-e15f-4381-8cbb-96203b2aae99,2024-11-02T23:18:09Z,MYER WARRINGAH BROOKVALE AU Card xx3856,-230.00,matched
EXP-008,Dining Out,5efb60d0,MCDONALDS AIRSIDE MASC,60a1dcb0-6673-4b6f-af93-4a4de44fc620,2024-11-02T03:18:40Z,MCDONALDS AIRSIDE MASC Card xx2328,-23.47,matched
,,,,2e421f76-cc28-4db2-b96e-d57bc37c5f18,2024-11-01T08:20:43Z,Transfer FROM Savings Acc HooliBank app,4500.00,unmatched
,,,,8479c2eb-12e0-4db5-9085-4d75b79e0173,2025-11-15T20:40:20Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,36447381-2291-4a79-9d1f-e21cf69f852f,2025-11-01T22:58:14Z,Credit Interest,70.50,unmatched
,,,,9446c434-a686-4754-a616-b4d37e79333b,2025-11-01T00:18:02Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,66cedd58-fb2e-41f8-bfb8-544fcb68e19c,2025-10-15T19:31:30Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,e1fb711b-ec95-4b7a-9737-24ef4fe5f0b2,2025-10-01T09:12:46Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,5537cc23-dec3-44b7-bde0-555989ab95c0,2025-10-01T19:22:01Z,Credit Interest,70.50,matched
,,,,2a5b51a0-cbd1-4751-9861-e603f4ef93d8,2025-09-15T16:52:38Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,85b59142-1b5c-4465-8c9d-fa3548fe02ab,2025-09-01T15:10:21Z,Credit Interest,70.50,matched
,,,,e86c9b73-b704-45ce-acbb-7f37f5470297,2025-09-01T13:08:55Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,fc5b3b99-e8a5-4980-822e-52cf4d746021,2025-08-15T17:22:09Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
,,,,b971ef5d-c72d-4492-8318-a31b94f1e525,2025-08-01T23:40:52Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,f7eeb8df-2a0f-4135-9eff-e915e675381f,2025-08-01T10:35:18Z,Credit Interest,70.50,matched
,,,,d27b1b74-70a1-4e5f-8fbc-7db71ba43711,2025-07-16T23:51:29Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,f956acdb-85a3-4208-9368-4d6fddfa14af,2025-07-02T10:17:38Z,Credit Interest,70.50,matched
,,,,30a29a8b-69de-4af7-9704-7250ccac3226,2025-07-02T17:07:40Z,Transfer From Transaction Acc HooliBank app,4500.00,unmatched
,,,,2fe2d4f0-e52f-4b03-8f59-b3263e0d8ec5,2025-06-15T18:35:52Z,Transfer To Mortgage Acc HooliBank app,-4500.00,unmatched
INC-004,Interest Income,dd630955,34567834567890 Savings 123890 - ,9a90d60c-c0cd-4b46-b064-e9b4a7b44f6f,2025-06-01T00:18:37Z,Credit Interest,70.50,matched
